Time,BidPrice_0,BidVolume_0,AskPrice_0,AskVolume_0,BidPrice_1,BidVolume_1,AskPrice_1,AskVolume_1,BidPrice_2,BidVolume_2,AskPrice_2,AskVolume_2,BidPrice_3,BidVolume_3,AskPrice_3,AskVolume_3,BidPrice_4,BidVolume_4,AskPrice_4,AskVolume_4,BidPrice_5,BidVolume_5,AskPrice_5,AskVolume_5,BidPrice_6,BidVolume_6,AskPrice_6,AskVolume_6,BidPrice_7,BidVolume_7,AskPrice_7,AskVolume_7,BidPrice_8,BidVolume_8,AskPrice_8,AskVolume_8,BidPrice_9,BidVolume_9,AskPrice_9,AskVolume_9,BidPrice_10,BidVolume_10,AskPrice_10,AskVolume_10,BidPrice_11,BidVolume_11,AskPrice_11,AskVolume_11,BidPrice_12,BidVolume_12,AskPrice_12,AskVolume_12,BidPrice_13,BidVolume_13,AskPrice_13,AskVolume_13,BidPrice_14,BidVolume_14,AskPrice_14,AskVolume_14,BidPrice_15,BidVolume_15,AskPrice_15,AskVolume_15,BidPrice_16,BidVolume_16,AskPrice_16,AskVolume_16,BidPrice_17,BidVolume_17,AskPrice_17,AskVolume_17,BidPrice_18,BidVolume_18,AskPrice_18,AskVolume_18,BidPrice_19,BidVolume_19,AskPrice_19,AskVolume_19,Midpoint,Spread,OrderSizeImbalance,VWAP,RelativeVolume,Midpoint_EMA
2024-08-15 13:00:00,-0.9043041530934,-0.9193916803426367,-0.9043041530931033,1.1613743410156487,-0.8991143838274286,-0.02062611661045999,-0.9019204274093089,-0.2573131278764805,-0.9019433729898054,-0.5151489248269429,-0.9090512920758896,-0.312891706072411,-0.8964078244805995,1.6622330133978078,-0.9138799935883738,1.6889352405394278,-0.889674924711397,-0.5713052360737307,-0.9223994933911491,1.3387651062415096,-0.9969471900602715,-0.48011186106321907,-0.9326202432678656,-0.36095990191507066,-1.0277601944942374,3.7971644109514537,-0.9368990130219457,0.5775031951283685,-1.0201054468158377,-0.19316196504404096,-0.9417136703170129,0.39892680425892746,-1.060429379630996,-0.4213297535578916,-0.9430315414123437,-0.34380845141676775,-1.0541096533237613,0.42905824328544645,-0.9451113448281362,-0.41379768143222706,-1.0412810605015839,0.4329312595212706,-0.9459935444851715,-0.4917050754575991,-1.0337810393002618,-0.6839764767623986,-0.9406036265374846,-0.20904083373293844,-1.0286396007324234,-0.5588321177052454,-0.9428389706317082,-0.467217773743133,-1.0220634907352106,0.03724963513226431,-0.9455219330588177,2.751513677823224,-1.0116510919363662,-0.32042616046189215,-0.9274250234481528,0.45690303289326767,-1.003341346355958,-0.7246432062483715,-0.9354753974314283,-0.4714773978686495,-1.0034071056446852,0.7857019862052355,-0.9390800990218616,-0.5070013676633814,-1.0050925488126774,-0.3589041971677203,-0.9457105136301809,-0.18027616838197966,-0.9945364307174056,-0.005702582553507741,-0.9565137258921228,0.7969412817157004,-1.0143926894053354,-0.15829415347372403,-0.9499956986099692,-0.5453203237107646,-0.9043041530931337,0.7715168454613017,-1.1478401097987558,-0.9041905841529452,0.701306606364328,-0.7811639405712798
2024-08-15 13:00:01,-0.9043041530934,0.4850497131602034,-0.9043041530931033,0.32594595722203085,-0.9111763294438341,-0.39025877228147243,-0.9023076950939172,-0.32123947795818086,-0.9097290901177982,-0.5147258869604836,-0.9098251813042931,-0.43078789774905,-0.918658958568486,1.6622984224920336,-0.9138799935883738,-0.39327879077758193,-0.9216140899875264,-0.22911315304819704,-0.9223994933911491,1.3387651062415096,-0.9164756480792903,-0.10494105118247696,-0.9326202432678656,-0.36095990191507066,-0.9138476594717333,0.0886603742365567,-0.9368990130219457,0.5775031951283685,-0.9191780466498691,-0.019096661589544425,-0.9417136703170129,0.39892680425892746,-0.9223964473370464,0.45486274988820424,-0.9453141820811402,1.1065945825953225,-0.9478256282361253,-0.35618961360495005,-0.9496678599422248,-0.41379768143222706,-0.9564110868829117,0.23450329665350034,-0.9505346795004499,-0.32738690753605587,-0.9450740225363037,0.9888040352639802,-0.9549567144362812,-0.4715082295854773,-0.9418393053908439,0.28359251810081976,-0.9428389706317082,-0.467217773743133,-0.9511166352023028,-0.1934183588299207,-0.9455219330588177,0.9143178697000351,-0.990716908017083,-0.2399207391520229,-0.9274250234481528,0.45690303289326767,-0.9831757171062682,-0.6856758255754887,-0.9354753974314283,-0.4714773978686495,-0.9782568868233816,-0.7123712690008404,-0.9402073047016067,-0.6297766169679546,-0.9753575834817529,-0.39730528374598284,-0.9498432780234884,-0.4308629921428851,-0.9659865232212139,-0.6203132192984856,-0.9568897195067846,-0.15402110391116067,-1.0140076214011542,-0.3450782851127903,-0.9650266549177671,1.1517751266482403,-0.9043041530931337,0.7715168454613017,-0.027028976010101402,-0.9043361107453548,0.9664555280637739,-0.7811639405712798
2024-08-15 13:00:03,-0.9043041530934,1.2555741828597586,-0.9043041530931033,-0.9928446442246822,-0.8995034788471117,-0.3788637061638017,-0.898047750560972,-0.32123947795818086,-0.8961040851436692,-0.4760884284905365,-0.9055687905489188,0.47054568433739224,-0.8948463413866778,-0.5374748254240811,-0.9080947042542958,-0.10497439370040249,-0.889674924711397,-0.5713052360737307,-0.8700024546911848,-0.3433086307201992,-0.8807105183100281,-0.5958462317104138,-0.8641618877486642,0.3218910914235255,-0.8695267414083969,-0.03402684547977281,-0.8701261645194345,-0.43541661749994437,-0.8667734350252586,0.21136323095463777,-0.8702919183864862,-0.4867198391694094,-0.8568695777928754,1.1454094044278407,-0.8722696806768856,-0.06192040779922547,-0.8609364982377191,-0.07922902080552288,-0.8634737823691071,-0.544595876946284,-0.8506142704537928,-0.4175612491595623,-0.8634962583710678,-0.4917050754575991,-0.8645017103666653,-0.2088146654816353,-0.8639279201317395,0.8547940261363821,-0.8786765904773545,-0.3848587053519483,-0.8637344779586541,-0.688287703529048,-0.8817205306100373,-0.44740850421116063,-0.8583199719603017,0.0656132844257363,-0.870539185517745,-0.2152582468470301,-0.8609756588725306,0.006370384864569988,-0.8668355483589695,-0.44609601904560325,-0.8257684584881532,2.321979843587751,-0.8563750571511269,-0.6672560265792052,-0.834249970801458,0.3525890050776553,-0.854873048633769,-0.465812822201603,-0.8405128745282547,-0.553754264536305,-0.8610463226943378,-0.3171720993308404,-0.8403316989854417,-0.5563105787472422,-0.8526641276822267,0.11627578527535726,-0.8466578739942358,0.7983082869337679,-0.9043041530931337,0.7715168454613017,1.3304904981464756,-0.9045123716484211,-0.11316352279759229,-0.7811639405712798
2024-08-15 13:00:04,-0.609565623388077,-0.6994109026334853,-0.6095656233880675,-0.24109785068559225,-0.6037912637330707,-0.37539805345161475,-0.6122441991704428,0.29220925065790576,-0.6006361201318954,-0.5144908659235619,-0.6200036653260509,-0.21520870651249854,-0.5946512165869849,-0.5762624183001257,-0.6149733779827474,-0.2473285527327615,-0.5843053445100987,1.2297057272185519,-0.6238134272701562,-0.14950200389953358,-0.5794281751444763,-0.5930782945947859,-0.623019253419757,-0.4576266907440459,-0.6008797731473067,-0.7382286855956597,-0.6318161707257438,-0.4903288167284709,-0.6125140230684284,-0.19316196504404096,-0.6376938064845782,0.153975406128501,-0.6060063553373715,-0.4213763397182194,-0.6436251736768243,-0.4805149405437066,-0.5960022313226272,0.6537263801179766,-0.647419024047639,0.8543452575837354,-0.5921290083361335,-0.7087686320010006,-0.6474139172190511,-0.5419062165233934,-0.5832733515429664,0.5307576708459392,-0.6384333549875766,-0.543249849795703,-0.6039381556690114,1.0743457008104493,-0.6460087790774744,-0.7057113877541428,-0.593668543391992,1.8119461938450159,-0.6459531270435758,0.19150113632148172,-0.5937427536965817,1.001718307964816,-0.6526174818128901,-0.1724272660537383,-0.6147651827398223,-0.04167027534775431,-0.6394169457625115,0.6409363408960784,-0.6068075011557857,-0.6982341296803622,-0.6460066222766295,-0.593942170591631,-0.5953678966536688,-0.0062798194817287566,-0.6195978324145377,-0.553754264536305,-0.6067978221530823,-0.5852462853629596,-0.6203754344531816,-0.5563105787472422,-0.6100712850972833,-0.15829415347372403,-0.6272059119013185,-0.5858572495944179,-0.609565623388088,-1.2961480440307298,-0.6277462901125279,-0.6095080239076699,-1.067669889016846,-0.7712211924677043
2024-08-15 13:00:05,-0.609565623388077,-0.26806128729838996,-0.6095656233880675,-0.2943794066040348,-0.6037912637330707,-0.3724869051733777,-0.6122441991704428,0.29220925065790576,-0.6006361201318954,-0.5144908659235619,-0.6192297760979291,-0.4833647503260303,-0.5946512165869849,-0.5762624183001257,-0.6250012128289503,-0.12419094092324313,-0.5843053445100987,1.2297057272185519,-0.6241986996133363,-0.29427665368887296,-0.5794281751444763,-0.5930782945947859,-0.6353263735130934,-0.07184924356278816,-0.579885654064629,0.8114538445024522,-0.6321999227287105,-0.4904507084026741,-0.5892230845686329,-0.6056517727137003,-0.6384576754893373,-0.5558618221629916,-0.5998026280431219,-0.13025942382952027,-0.6447664940112224,-0.47683012951602627,-0.5956143334210515,-0.4379288642052369,-0.6508364103829983,-0.589404908943862,-0.5832157234353982,0.1608536539939905,-0.6474139172190511,-0.5419062165233934,-0.5805617833449539,-0.6839764767623986,-0.6384333549875766,-0.543249849795703,-0.5729380501901176,0.28359251810081976,-0.6460087790774744,-0.7057113877541428,-0.593668543391992,0.15981860609372053,-0.6459531270435758,0.19150113632148172,-0.593355083623924,0.7886813506254973,-0.6526174818128901,-0.1724272660537383,-0.583741137740712,1.0732143195467632,-0.6473068283577189,0.005251180279635581,-0.6068075011557857,-0.6982341296803622,-0.6482610336363933,0.3525890050776553,-0.5953678966536688,-0.0062798194817287566,-0.6567927119540321,-0.5178859544685677,-0.6067978221530823,-0.5852462853629596,-0.6203754344531816,-0.5563105787472422,-0.6100712850972833,-0.15829415347372403,-0.6272059119013185,-0.5858572495944179,-0.609565623388088,-1.2961480440307298,-0.1292204751673829,-0.6095727527108163,-0.6967708183846663,-0.7613778718445164
2024-08-15 13:00:07,-0.609565623388077,-0.467865191376971,-0.6095656233880675,-0.10181938707762161,-0.6057367388326188,-0.4018756401727231,-0.6122441991704428,0.29220925065790576,-0.601803977701066,1.093288047658605,-0.6192297760979291,-0.4861838845124636,-0.601287519735939,-0.5725340999292412,-0.6250012128289503,-0.12419094092324313,-0.6255925581599369,-0.5713052360737307,-0.6241986996133363,-0.29427665368887296,-0.6377408867249057,-0.2018765155860317,-0.6353263735130934,-0.07184924356278816,-0.6304270518562919,-0.7230572138223038,-0.6321999227287105,-0.4904507084026741,-0.6191131223099854,0.010385247740940391,-0.6384576754893373,-0.5558618221629916,-0.6153119462784636,-0.4485360711893526,-0.6447664940112224,-0.47683012951602627,-0.6076391683761087,0.28228347939153253,-0.6508364103829983,-0.589404908943862,-0.626232011434023,0.24615507010848767,-0.6474139172190511,-0.5419062165233934,-0.6200732056588921,2.4507407451274186,-0.6384333549875766,-0.543249849795703,-0.6101381767649594,0.6860385868693258,-0.6460087790774744,-0.7057113877541428,-0.6041361122412575,0.0709561021466647,-0.6459531270435758,0.19150113632148172,-0.5937427536965817,1.001718307964816,-0.6526174818128901,-0.1724272660537383,-0.6194187894898159,-0.7135792535216066,-0.6473068283577189,0.005251180279635581,-0.6075813540424695,0.13601159448271605,-0.6482610336363933,0.3525890050776553,-0.6173794943662516,-0.5386724838027598,-0.6567927119540321,-0.5178859544685677,-0.6226160141443937,-0.19399949388230533,-0.6203754344531816,-0.5563105787472422,-0.6154622371547015,-0.6260065416665689,-0.6272059119013185,-0.5858572495944179,-0.609565623388088,-1.2961480440307298,-0.4390521296742525,-0.6095325240377926,-0.6295493783389158,-0.7516329844275318
2024-08-15 13:00:08,-0.609565623388077,-0.5486646078747904,-0.6095656233880675,-0.27397201484391603,-0.6057367388326188,-0.4018756401727231,-0.6122441991704428,0.29220925065790576,-0.601803977701066,1.093288047658605,-0.6192297760979291,-0.49410565157634107,-0.601287519735939,-0.5725340999292412,-0.6250012128289503,-0.12419094092324313,-0.5917058828058807,-0.4195514128945467,-0.6241986996133363,-0.29427665368887296,-0.6144158020927906,-0.5722034355144249,-0.6353263735130934,-0.07184924356278816,-0.6242065721279654,-0.1750426062402144,-0.6321999227287105,-0.4904507084026741,-0.6187249400018578,-0.5945398548178966,-0.6384576754893373,-0.5558618221629916,-0.6063940882930504,0.017372118249418325,-0.6447664940112224,-0.47683012951602627,-0.6049238830636673,-0.47139373997768586,-0.6512161199759081,0.9412810907903038,-0.5948417472189169,0.4329312595212706,-0.6572530430856711,-0.6153965467434223,-0.6200732056588921,2.4507407451274186,-0.6569412841202064,-0.5024712425349407,-0.6101381767649594,0.6860385868693258,-0.6467621551980501,-0.7079309653624352,-0.6014222980952039,-0.004713213953845399,-0.6538464080050476,-0.6639930856350117,-0.5925797434788908,0.06671624850672062,-0.6529929019518126,0.05982836750746619,-0.583741137740712,1.0732143195467632,-0.6630865935481338,-0.14749395491623182,-0.6068075011557857,-0.6982341296803622,-0.6482610336363933,0.3525890050776553,-0.5953678966536688,-0.0062798194817287566,-0.6567927119540321,-0.5178859544685677,-0.6067978221530823,-0.5852462853629596,-0.6395511087968274,0.03187290546493846,-0.6100712850972833,-0.15829415347372403,-0.6290847814398957,-0.589569977385631,-0.609565623388088,-1.2961480440307298,-0.4227606710344425,-0.6095346393274544,-0.9583435618538311,-0.7419855458847266
2024-08-15 13:00:09,-0.609565623388077,-0.6099133692003915,-0.6095656233880675,-0.07971521033806236,-0.6057367388326188,-0.4018756401727231,-0.6122441991704428,0.17861289333813604,-0.601803977701066,1.093288047658605,-0.6060736592176046,-0.3477925873004548,-0.601287519735939,-0.5725340999292412,-0.6145876920273293,-0.14745307703510285,-0.6255925581599369,-0.5713052360737307,-0.6114847122819458,-0.5026625560720094,-0.6377408867249057,-0.2018765155860317,-0.6226346559167615,-0.4575377199305815,-0.6304270518562919,-0.7230572138223038,-0.6310486667198106,-0.490024087542963,-0.6191131223099854,0.010385247740940391,-0.636929937480097,0.9288874419433649,-0.6153119462784636,-0.4485360711893526,-0.6436251736768243,-0.4805149405437066,-0.606475474670817,-0.2784684441437222,-0.6409639609695539,-0.544595876946284,-0.6316574891995899,2.2374779349791294,-0.6288709492390797,-0.6080216368445813,-0.6223974069716757,0.15320016464718608,-0.6376779293088227,-0.5416538182003698,-0.6147881925869204,0.0784491371507922,-0.6380983298101964,0.48287242148639464,-0.6052991754466688,1.4262795220211564,-0.6455772565215229,-0.12569471385491746,-0.6294084003737537,-0.5060994953866235,-0.6357235755649293,0.017600070496338074,-0.6415234215517913,0.1873326707137772,-0.6394169457625115,0.6409363408960784,-0.629636161316475,-0.6672560265792052,-0.6460066222766295,-0.593942170591631,-0.6332123979842171,-0.21876583188144777,-0.6094537743584114,-0.5532629178230484,-0.6260883001911027,0.5672034506181481,-0.6184954663801463,-0.5534253058744424,-0.6154622371547015,-0.6260065416665689,-0.6196904337475563,-0.2908848150802824,-0.609565623388088,-1.2961480440307298,-0.5987547314401308,-0.6095117881838022,-0.7452009591771217,-0.7324345817280643
2024-08-15 13:00:11,-0.609565623388077,-0.4654867102599277,-0.6095656233880675,0.24041294887417267,-0.6057367388326188,-0.4018756401727231,-0.6122441991704428,0.17861289333813604,-0.601803977701066,1.093288047658605,-0.6060736592176046,-0.3477925873004548,-0.601287519735939,-0.5725340999292412,-0.6145876920273293,-0.14745307703510285,-0.6255925581599369,-0.5713052360737307,-0.6114847122819458,-0.5026625560720094,-0.6377408867249057,-0.2018765155860317,-0.6226346559167615,-0.4575377199305815,-0.6304270518562919,-0.7230572138223038,-0.6310486667198106,-0.490024087542963,-0.6191131223099854,0.010385247740940391,-0.636929937480097,0.9288874419433649,-0.6153119462784636,-0.4485360711893526,-0.6436251736768243,-0.4805149405437066,-0.6394467963219714,-0.2819125136914871,-0.6443813473049131,0.2634655926860956,-0.6339826939564628,0.07807389034363237,-0.6474139172190511,-0.5419062165233934,-0.6251089751696883,0.23544682551724028,-0.6384333549875766,-0.543249849795703,-0.651600817843195,-0.5484849734906607,-0.6460087790774744,-0.7057113877541428,-0.6607385215734349,3.2908599927723095,-0.6459531270435758,0.19150113632148172,-0.6522809346557611,-0.48255268725733275,-0.6526174818128901,-0.1724272660537383,-0.6581988457389154,-0.2509111926394666,-0.6394169457625115,0.6409363408960784,-0.6489824834866653,0.7544921267217757,-0.6460066222766295,-0.593942170591631,-0.6386187553171125,-0.5690349429239726,-0.6094537743584114,-0.5532629178230484,-0.6338044914064793,0.5104075415475731,-0.6184954663801463,-0.5534253058744424,-0.6270142772779008,0.1895673625510084,-0.6196904337475563,-0.2908848150802824,-0.609565623388088,-1.2961480440307298,-0.5894207294691296,-0.6095130001151524,-0.1398212240815579,-0.7229791272124635
2024-08-15 13:00:12,-0.609565623388077,-0.40561103344392413,-0.6095656233880675,-0.17560445804319574,-0.6045694537730031,-0.4018756401727231,-0.6122441991704428,0.17861289333813604,-0.6006361201318954,-0.5109655503697346,-0.6107169945871805,0.9755371911531822,-0.5946512165869849,-0.5762624183001257,-0.6149733779827474,-0.2473285527327615,-0.5843053445100987,1.2297057272185519,-0.6238134272701562,-0.14950200389953358,-0.5794281751444763,-0.5930782945947859,-0.623019253419757,-0.4576266907440459,-0.6008797731473067,-0.7382286855956597,-0.6318161707257438,-0.4903288167284709,-0.6125140230684284,-0.19316196504404096,-0.6376938064845782,-0.5554781263639151,-0.6060063553373715,-0.4213763397182194,-0.6440056137883826,0.7110915322909714,-0.5960022313226272,0.10267525247559307,-0.6508364103829983,-0.589404908943862,-0.5921290083361335,-0.7087686320010006,-0.6508197684805098,0.7833780307367386,-0.6150374361483778,-0.378581395174042,-0.6569412841202064,-0.5024712425349407,-0.6120756833575136,0.02131490605286792,-0.6467621551980501,-0.7079309653624352,-0.6041361122412575,0.0709561021466647,-0.6538464080050476,-0.6639930856350117,-0.6294084003737537,-0.5060994953866235,-0.6529929019518126,0.05982836750746619,-0.6391966181769356,2.597534749939929,-0.6630865935481338,-0.14749395491623182,-0.629636161316475,-0.6672560265792052,-0.6482610336363933,0.3525890050776553,-0.6332123979842171,-0.21876583188144777,-0.6567927119540321,-0.5178859544685677,-0.6260883001911027,0.5672034506181481,-0.6203754344531816,-0.5563105787472422,-0.6154622371547015,-0.6260065416665689,-0.6272059119013185,-0.5858572495944179,-0.609565623388088,-1.2961480440307298,-0.33607227416707414,-0.6095458949852334,-0.6701250178602025,-0.7136182272423903
